Model:	LI-7500A Open Path CO2/H2O Analyzer
SN:	75H-2202
Instrument:	AIU-0702
File Type:	2
Software Version:	5.0.3
Timestamp:	18:15:00
Timezone:	America/Buenos_Aires
DATAH	Sequence Number	Diagnostic Value	Date	Time	CO2 Absorptance	H2O Absorptance	CO2 (mmol/m^3)	H2O (mmol/m^3)	Temperature (C)	Pressure (kPa)	Aux 1 - U (m/s)	Aux 2 - V (m/s)	Aux 3 - W (m/s)	Aux 4 - SOS (m/s)	Cooler Voltage (V)	CO2 (umol/mol)	H2O (mmol/mol)	Dew Point (C)	AGC	H2O Sample	H2O Reference	CO2 Sample	CO2 Reference	CHK
DATA	4546676	245	2014-03-18	18:15:02:600	0.0808462	0.0409328	14.7281	269.571	20.7938	94.7495	1.0938	0.830551	0.353293	342.211	2.02019	379.87	6.95282	0.987201	37.5	41409.5	42755	38060	42256	 64
DATA	4546706	245	2014-03-18	18:15:02:700	0.0807694	0.0409685	14.71	269.856	20.7969	94.7472	0.912178	0.73464	0.210956	341.991	2.02024	379.391	6.95997	0.986602	37.5	41410	42753.5	38057	42255	 93
DATA	4546736	245	2014-03-18	18:15:02:800	0.0808547	0.0409254	14.73	269.509	20.7984	94.7495	0.848917	0.646891	0.0464255	341.727	2.02029	379.908	6.95105	0.973427	37.5	41410.5	42754	38055.5	42254.5	132
DATA	4546766	245	2014-03-18	18:15:02:900	0.080879	0.0409008	14.7356	269.31	20.8015	94.7495	1.03666	0.708111	0.0198967	341.765	2.02035	380.055	6.94594	0.964068	37.5	41412	42753	38050.5	42255	106
DATA	4546796	245	2014-03-18	18:15:03:000	0.0809812	0.0408698	14.7596	269.062	20.8031	94.7472	1.24277	0.720355	-0.0413238	341.791	2.0204	380.681	6.93967	0.948811	37.5	41413.5	42753	38049.5	42254.5	144
DATA	4546826	245	2014-03-18	18:15:03:100	0.0810119	0.0408383	14.7668	268.808	20.8031	94.7472	1.19379	0.687705	-0.102799	341.806	2.0204	380.872	6.93322	0.940992	37.5	41413.5	42753	38049	42254.5	249
DATA	4546856	245	2014-03-18	18:15:03:200	0.0810157	0.0408347	14.7675	268.776	20.8046	94.7472	1.19583	0.742803	-0.0645366	341.781	2.02035	380.875	6.93212	0.934489	37.5	41415	42754	38050	42255.5	  1
DATA	4546886	245	2014-03-18	18:15:03:300	0.0809964	0.0408237	14.7633	268.692	20.8077	94.7495	1.03666	0.663217	0.183661	341.798	2.02029	380.792	6.93043	0.945548	37.5	41413	42753.5	38049.5	42254.5	126
DATA	4546916	245	2014-03-18	18:15:03:400	0.0809934	0.0408497	14.7624	268.898	20.8092	94.7472	0.983601	0.67342	0.107391	341.817	2.02024	380.755	6.93551	0.951044	37.5	41413.5	42753.5	38050	42255.5	 95
DATA	4546946	245	2014-03-18	18:15:03:500	0.0810033	0.0408448	14.7648	268.86	20.8123	94.7495	0.891771	0.432621	0.0561188	341.831	2.02024	380.831	6.93474	0.94296	37.5	41413	42752.5	38050	42254	140
DATA	4546976	245	2014-03-18	18:15:03:600	0.0809946	0.0408397	14.7626	268.817	20.8139	94.7495	1.04482	0.534655	0.0017856	341.807	2.02035	380.761	6.9334	0.941957	37.5	41414	42753.5	38050	42254.5	 16
DATA	4547006	245	2014-03-18	18:15:03:700	0.081	0.0408294	14.764	268.736	20.8154	94.7518	0.993805	0.610159	0.275237	341.78	2.02035	380.811	6.93157	0.95288	37.5	41413.5	42753.5	38049.5	42254.5	140
DATA	4547036	245	2014-03-18	18:15:03:800	0.0810187	0.0408507	14.7681	268.904	20.8185	94.7495	1.07135	0.589753	0.20866	341.847	2.0204	380.896	6.93551	0.942353	37.5	41413	42752.5	38049.5	42254	159
DATA	4547066	245	2014-03-18	18:15:03:900	0.0810021	0.0408527	14.7642	268.92	20.8216	94.7542	0.973398	0.506085	0.19514	341.862	2.0204	380.799	6.936	0.95593	37.5	41412.5	42753	38051	42255	148
DATA	4547096	245	2014-03-18	18:15:04:000	0.0809849	0.0408705	14.7604	269.067	20.8231	94.7518	0.852998	0.714233	0.0247433	341.874	2.02035	380.729	6.94027	0.957883	37.5	41413	42753.5	38052	42256	  9
DATA	4547126	245	2014-03-18	18:15:04:100	0.0809741	0.0408674	14.758	269.043	20.8262	94.7495	0.946869	0.636688	-0.0438747	341.879	2.02035	380.678	6.93987	0.955779	37.5	41413.5	42754.5	38051.5	42256	252
DATA	4547156	245	2014-03-18	18:15:04:200	0.0809827	0.0408609	14.7599	268.99	20.8278	94.7472	1.05707	0.557102	-0.161214	341.886	2.02024	380.722	6.9384	0.946186	37.5	41413.5	42753	38050.5	42254.5	 42
DATA	4547186	245	2014-03-18	18:15:04:300	0.0809713	0.0408352	14.7575	268.786	20.8293	94.7495	1.09176	0.634647	-0.127032	341.892	2.02029	380.681	6.93353	0.941836	37.5	41414	42753	38051	42255	108
DATA	4547216	245	2014-03-18	18:15:04:400	0.0809791	0.0408309	14.7591	268.748	20.8324	94.7472	1.13869	0.701989	0.0280594	341.899	2.02029	380.709	6.93231	0.947807	37.5	41413	42753	38050.5	42254.5	 67
DATA	4547246	245	2014-03-18	18:15:04:500	0.0809711	0.040846	14.7573	268.87	20.8339	94.7472	1.09992	0.677501	0.133665	341.896	2.02029	380.665	6.93553	0.94861	37.5	41412.5	42752.5	38050	42254	113
DATA	4547276	245	2014-03-18	18:15:04:600	0.0809795	0.0408514	14.7591	268.912	20.837	94.7518	0.971357	0.659135	0.183406	341.902	2.02009	380.707	6.93651	0.949795	37.5	41412.5	42753.5	38051	42254.5	111
DATA	4547306	245	2014-03-18	18:15:04:700	0.0809758	0.0408582	14.7582	268.966	20.8401	94.7518	0.991764	0.683623	0.209425	341.876	2.02029	380.682	6.93787	0.949684	37.5	41414	42754	38051.5	42255.5	 91
DATA	4547336	245	2014-03-18	18:15:04:800	0.0809686	0.0408434	14.7567	268.85	20.8432	94.7472	1.07339	0.757087	0.177794	341.878	2.02035	380.67	6.93535	0.955843	37.5	41414	42755	38052.5	42256	 92
DATA	4547366	245	2014-03-18	18:15:04:900	0.080961	0.0408717	14.7546	269.073	20.8448	94.7518	1.08972	0.783616	0.191569	341.899	2.02035	380.584	6.94053	0.95338	37.5	41413.5	42754	38052	42255.5	180
DATA	4547396	245	2014-03-18	18:15:05:000	0.0809645	0.0408545	14.7557	268.938	20.8448	94.7495	0.985642	0.836673	0.244627	341.885	2.02024	380.636	6.9375	0.948451	37.5	41413.5	42753.5	38052	42255	 36
DATA	4547426	245	2014-03-18	18:15:05:100	0.0809573	0.0408539	14.7541	268.935	20.8494	94.7495	0.867283	0.832592	0.29998	341.876	2.02029	380.606	6.93763	0.954054	37.5	41413.5	42754	38052	42255.5	 36
DATA	4547456	245	2014-03-18	18:15:05:200	0.0809517	0.0408516	14.7528	268.916	20.8509	94.7472	0.793819	0.722396	0.275747	341.885	2.02014	380.575	6.93719	0.954858	37.5	41415	42755	38054	42256.5	250
DATA	4547486	245	2014-03-18	18:15:05:300	0.0809515	0.0408579	14.7526	268.965	20.8525	94.7495	0.73464	0.695867	0.217843	341.876	2.02004	380.563	6.93832	0.952212	37.5	41414.5	42754.5	38052.5	42255.5	220
DATA	4547516	245	2014-03-18	18:15:05:400	0.0809588	0.040853	14.7543	268.925	20.8556	94.7518	0.844836	0.661176	0.0795866	341.813	2.02029	380.606	6.93726	0.949929	37.5	41415	42755	38053	42256	149
DATA	4547546	245	2014-03-18	18:15:05:500	0.0809692	0.0408414	14.7566	268.831	20.8571	94.7472	0.885649	0.677501	-0.0813722	341.906	2.02029	380.666	6.93481	0.945546	37.5	41414	42754	38050.5	42255	 63
DATA	4547576	245	2014-03-18	18:15:05:600	0.0809958	0.0408486	14.7629	268.89	20.8602	94.7542	0.936666	0.614241	-0.0793315	341.918	2.02014	380.837	6.9365	0.954048	37.5	41413	42753	38051.5	42255	223
DATA	4547606	245	2014-03-18	18:15:05:700	0.0809716	0.0408627	14.7574	269.005	20.8602	94.7448	0.932585	0.738721	0.0354569	341.876	2.02014	380.712	6.9398	0.955013	37.5	41413.5	42754	38052	42255.5	 52
DATA	4547636	245	2014-03-18	18:15:05:800	0.0809609	0.0408562	14.7549	268.954	20.8648	94.7495	0.9183	0.810145	0.128308	341.817	2.02029	380.65	6.93852	0.950312	37.5	41413.5	42754.5	38051.5	42255	  2
DATA	4547666	245	2014-03-18	18:15:05:900	0.0809661	0.0408588	14.756	268.973	20.868	94.7472	1.07339	0.952991	0.107901	341.886	2.02035	380.672	6.93889	0.951268	37.5	41412.5	42753	38049	42254	101
DATA	4547696	245	2014-03-18	18:15:06:000	0.0810013	0.0408459	14.7643	268.87	20.871	94.7472	1.12441	0.785657	-0.029845	341.835	2.02035	380.898	6.93645	0.951804	37.5	41412.5	42753	38050.5	42255	198
DATA	4547726	245	2014-03-18	18:15:06:100	0.080993	0.0408495	14.7623	268.897	20.8741	94.7472	1.11829	0.820348	0.100759	341.816	2.02035	380.832	6.93692	0.957042	37.5	41412	42752.5	38048.5	42254	207
DATA	4547756	245	2014-03-18	18:15:06:200	0.0810109	0.0408583	14.7664	268.966	20.8757	94.7495	1.10196	0.738721	0.160704	341.901	2.02024	380.94	6.93873	0.957922	37.5	41411.5	42753	38051	42254	104
DATA	4547786	245	2014-03-18	18:15:06:300	0.080966	0.0408802	14.7558	269.142	20.8772	94.7518	1.14685	0.82647	0.139277	341.797	2.02029	380.666	6.94324	0.972322	37.5	41412	42753.5	38051	42255	 71
DATA	4547816	245	2014-03-18	18:15:06:400	0.0809716	0.0408792	14.7571	269.134	20.8803	94.7542	1.11829	0.832592	-0.0663222	341.73	2.02035	380.698	6.943	0.952816	37.5	41414	42753	38049	42254.5	 97
DATA	4547846	245	2014-03-18	18:15:06:500	0.0810321	0.0408314	14.7714	268.751	20.8834	94.7518	1.0387	0.804023	-0.143868	341.691	2.02014	381.084	6.93342	0.939238	37.5	41415	42754	38049.5	42256	132
DATA	4547876	245	2014-03-18	18:15:06:600	0.0810403	0.0408207	14.7733	268.664	20.8849	94.7518	1.02033	0.769331	-0.194885	341.683	2.02035	381.127	6.93109	0.933098	37.5	41415	42753.5	38048	42254.5	 43
DATA	4547906	245	2014-03-18	18:15:06:700	0.0810616	0.0408188	14.7784	268.65	20.888	94.7495	0.961154	0.82647	-0.143613	341.709	2.02019	381.277	6.93107	0.94436	37.5	41414	42753	38046.5	42254.5	158
DATA	4547936	245	2014-03-18	18:15:06:800	0.0810568	0.0408218	14.7772	268.673	20.8896	94.7472	0.993805	0.871365	-0.162489	341.801	2.02029	381.242	6.9316	0.940166	37.5	41415	42754	38049.5	42255.5	 68
DATA	4547966	245	2014-03-18	18:15:06:900	0.0810108	0.0408255	14.7664	268.703	20.8927	94.7495	1.08563	0.987682	-0.183151	341.963	2.02024	380.958	6.93226	0.944017	37.5	41413	42753.5	38050.5	42255	 53
DATA	4547996	245	2014-03-18	18:15:07:000	0.0809911	0.0408636	14.7619	269.012	20.8927	94.7472	0.997886	0.848917	-0.272941	341.939	2.02024	380.86	6.94055	0.97436	37.5	41413	42755.5	38053.5	42256	 35
DATA	4548026	245	2014-03-18	18:15:07:100	0.0809455	0.0408938	14.7511	269.253	20.8927	94.7518	1.24889	0.967276	-0.0607103	342.072	2.02019	380.569	6.94656	0.97297	37.5	41411	42754.5	38054.5	42255.5	160
DATA	4548056	245	2014-03-18	18:15:07:200	0.0809159	0.0409295	14.7443	269.542	20.8958	94.7495	1.19787	0.995845	0.107391	342.136	2.02024	380.401	6.95417	0.994933	37.5	41409	42754	38055.5	42255	185
DATA	4548086	245	2014-03-18	18:15:07:300	0.0808669	0.0409729	14.7327	269.89	20.8958	94.7518	1.0387	0.9183	0.206364	342.143	2.02019	380.093	6.96299	1.0008	37.5	41408.5	42753	38055	42254.5	220
DATA	4548116	245	2014-03-18	18:15:07:400	0.0808777	0.0409706	14.7353	269.874	20.8958	94.7495	0.904015	0.606078	0.411198	342.093	2.02024	380.175	6.96279	1.00169	37.5	41408	42753	38054.5	42254	163
DATA	4548146	245	2014-03-18	18:15:07:500	0.0808742	0.0409541	14.7347	269.743	20.8989	94.7472	1.07339	0.542817	0.588227	342.045	2.02035	380.178	6.95979	1.00018	37.5	41408.5	42753	38054.5	42255	218
DATA	4548176	245	2014-03-18	18:15:07:600	0.0808892	0.0409498	14.738	269.705	20.8973	94.7472	1.11624	0.542817	0.240801	342.068	2.02029	380.242	6.95843	0.987092	37.5	41410	42753.5	38054.5	42255.5	 53
DATA	4548206	245	2014-03-18	18:15:07:700	0.0808946	0.0409324	14.7394	269.566	20.8989	94.7472	0.957072	0.669339	-0.0635162	342.043	2.02004	380.285	6.955	0.983289	37.5	41410	42753	38053.5	42254.5	 64
DATA	4548236	245	2014-03-18	18:15:07:800	0.080899	0.0409325	14.7403	269.565	20.8989	94.7518	0.879527	0.699949	-0.184172	342.012	2.02024	380.297	6.95475	0.986474	37.5	41410.5	42753	38053	42255	246
DATA	4548266	245	2014-03-18	18:15:07:900	0.0809118	0.0409122	14.7433	269.403	20.8989	94.7448	0.779535	0.848917	-0.201517	342.016	2.02024	380.385	6.95073	0.977428	37.5	41410	42752	38052.5	42254	  0
DATA	4548296	245	2014-03-18	18:15:08:000	0.0809227	0.04091	14.7459	269.385	20.8989	94.7495	0.730559	1.01421	-0.262738	341.997	2.02024	380.456	6.95034	0.978434	37.5	41410.5	42753	38053.5	42254.5	 55
DATA	4548326	245	2014-03-18	18:15:08:100	0.0809044	0.0409077	14.7417	269.368	20.8989	94.7495	0.763209	0.910137	-0.399464	341.969	2.02024	380.35	6.94994	0.977415	37.5	41411.5	42753.5	38054	42255.5	175
DATA	4548356	245	2014-03-18	18:15:08:200	0.0809125	0.0409055	14.7437	269.352	20.8989	94.7448	0.76525	0.973398	-0.496141	341.951	2.02029	380.413	6.94973	0.967602	37.5	41411.5	42753.5	38053	42255.5	163
DATA	4548386	245	2014-03-18	18:15:08:300	0.0809339	0.0408795	14.7485	269.14	20.8989	94.7495	0.930544	0.977479	-0.529047	341.89	2.02019	380.523	6.94399	0.961817	37.5	41413	42753.5	38054	42255.5	 53
DATA	4548416	245	2014-03-18	18:15:08:400	0.0809359	0.0408808	14.7487	269.147	20.8989	94.7472	0.977479	1.01829	-0.467826	341.908	2.02035	380.502	6.94371	0.967433	37.5	41411.5	42752.5	38050	42254	 76
DATA	4548446	245	2014-03-18	18:15:08:500	0.0809717	0.0408668	14.7574	269.038	20.8989	94.7518	1.05911	0.901975	-0.401759	341.912	2.02029	380.754	6.94143	0.962389	37.5	41412.5	42754	38052.5	42255	 71
DATA	4548476	245	2014-03-18	18:15:08:600	0.0809534	0.0408789	14.7528	269.13	20.9004	94.7518	1.11012	0.838714	-0.330591	341.938	2.02019	380.603	6.94323	0.962432	37.5	41411.5	42753	38051	42254	125
DATA	4548506	245	2014-03-18	18:15:08:700	0.0809546	0.0408809	14.7533	269.15	20.902	94.7518	0.981561	0.763209	-0.320132	341.887	2.02019	380.642	6.94418	0.966851	37.5	41413	42753.5	38052	42254.5	244
DATA	4548536	245	2014-03-18	18:15:08:800	0.0809652	0.0408599	14.7558	268.982	20.902	94.7518	0.938707	0.779535	-0.29998	341.805	2.02019	380.711	6.93992	0.954632	37.5	41412.5	42753	38050	42255	196
DATA	4548566	245	2014-03-18	18:15:08:900	0.080996	0.0408508	14.7631	268.908	20.902	94.7448	0.824429	0.801982	-0.2834	341.861	2.02024	380.899	6.93805	0.951272	37.5	41413	42753	38050	42253.5	 59
DATA	4548596	245	2014-03-18	18:15:09:000	0.0809828	0.0408601	14.7601	268.985	20.902	94.7472	0.801982	0.710152	-0.306868	341.858	2.02019	380.835	6.94027	0.963307	37.5	41413.5	42754.5	38051.5	42255.5	239
DATA	4548626	245	2014-03-18	18:15:09:100	0.0809732	0.0408736	14.7576	269.091	20.902	94.7472	0.816267	0.685664	-0.283655	341.846	2.02035	380.751	6.94261	0.959064	37.5	41413	42753.5	38050.5	42254.5	151
DATA	4548656	245	2014-03-18	18:15:09:200	0.0809768	0.0408647	14.7585	269.02	20.902	94.7472	0.797901	0.604037	-0.234423	341.836	2.02019	380.778	6.94086	0.955713	37.5	41413	42753.5	38050.5	42255	  0
DATA	4548686	245	2014-03-18	18:15:09:300	0.0809877	0.0408479	14.7611	268.886	20.902	94.7495	0.730559	0.546899	-0.189528	341.811	2.02035	380.853	6.93754	0.949942	37.5	41413.5	42753.5	38049.5	42255	202
DATA	4548716	245	2014-03-18	18:15:09:400	0.0810032	0.040851	14.7648	268.911	20.9051	94.7448	0.693827	0.553021	-0.138766	341.894	2.02024	380.952	6.93828	0.954614	37.5	41413	42753.5	38049.5	42255	 42
DATA	4548746	245	2014-03-18	18:15:09:500	0.0810125	0.0408512	14.7668	268.91	20.9051	94.7518	0.640769	0.571387	-0.0992282	341.915	2.02029	380.991	6.93801	0.956648	37.5	41411.5	42752.5	38050.5	42253.5	 42
DATA	4548776	245	2014-03-18	18:15:09:600	0.0809799	0.0408782	14.7593	269.13	20.9051	94.7472	0.610159	0.591793	-0.122441	341.896	2.02019	380.811	6.94391	0.968298	37.5	41412	42753	38051	42255	126
DATA	4548806	245	2014-03-18	18:15:09:700	0.0809625	0.040882	14.7553	269.161	20.9051	94.7472	0.616281	0.691786	-0.0877493	341.882	2.02009	380.712	6.94481	0.959378	37.5	41413	42754.5	38051.5	42255	116
DATA	4548836	245	2014-03-18	18:15:09:800	0.0809795	0.0408674	14.7592	269.043	20.9051	94.7472	0.6122	0.710152	-0.109687	341.849	2.02014	380.806	6.94164	0.959523	37.5	41413.5	42753.5	38051	42255.5	 91
DATA	4548866	245	2014-03-18	18:15:09:900	0.0809793	0.0408679	14.7592	269.046	20.9051	94.7495	0.597915	0.70403	-0.107901	341.884	2.02014	380.803	6.9417	0.95842	37.5	41413	42753.5	38050.5	42255	212
DATA	4548896	245	2014-03-18	18:15:10:000	0.0809947	0.040856	14.7627	268.95	20.9051	94.7495	0.665257	0.783616	-0.104585	342.002	2.02014	380.893	6.93919	0.960353	37.5	41412.5	42753	38051.5	42254.5	 97
DATA	4548926	245	2014-03-18	18:15:10:100	0.0809459	0.040875	14.7513	269.103	20.9066	94.7448	0.695867	0.816267	-0.0515272	342.02	2.02045	380.597	6.94311	0.966479	37.5	41411	42753.5	38053	42254.5	 45
DATA	4548956	245	2014-03-18	18:15:10:200	0.0809268	0.0408929	14.7469	269.248	20.9082	94.7448	0.736681	0.897893	-0.0938714	342.019	2.02014	380.489	6.94695	0.971253	37.5	41412	42754	38054.5	42255.5	192
DATA	4548986	245	2014-03-18	18:15:10:300	0.0809129	0.0409082	14.7435	269.37	20.9082	94.7472	0.650973	0.850958	-0.0900451	342.003	2.02019	380.391	6.9499	0.982459	37.5	41410.5	42754	38053.5	42254.5	143
DATA	4549016	245	2014-03-18	18:15:10:400	0.0808944	0.0409236	14.7394	269.497	20.9082	94.7472	0.775453	0.818307	-0.0602001	341.971	2.02024	380.313	6.95367	0.982116	37.5	41410.5	42753	38052.5	42254	118
DATA	4549046	245	2014-03-18	18:15:10:500	0.0809133	0.0409029	14.7438	269.329	20.9082	94.7448	0.82647	0.861161	0.0252534	341.965	2.02024	380.415	6.94916	0.971408	37.5	41411.5	42753.5	38053	42255	 30
DATA	4549076	245	2014-03-18	18:15:10:600	0.0809385	0.0408959	14.7495	269.27	20.9082	94.7472	0.924422	0.885649	0.0487213	341.993	2.02019	380.547	6.94734	0.971785	37.5	41412	42754	38053	42255	143
DATA	4549106	245	2014-03-18	18:15:10:700	0.0809302	0.0408899	14.7477	269.224	20.9082	94.7495	0.934625	0.885649	0.0880044	342.007	2.0204	380.516	6.94644	0.969481	37.5	41410.5	42753	38052	42254	210
DATA	4549136	245	2014-03-18	18:15:10:800	0.0809219	0.0409042	14.7456	269.337	20.9082	94.7472	0.910137	0.893812	0.101779	342.013	2.02014	380.448	6.94911	0.974647	37.5	41411	42753	38053.5	42254.5	 27
DATA	4549166	245	2014-03-18	18:15:10:900	0.0809245	0.0408951	14.7463	269.265	20.9097	94.7495	0.791779	0.893812	0.137746	342.013	2.02019	380.48	6.9475	0.974408	37.5	41410.5	42753	38052.5	42254	224
DATA	4549196	245	2014-03-18	18:15:11:000	0.080915	0.0409034	14.744	269.331	20.9113	94.7495	0.757087	0.722396	0.202538	341.988	2.02035	380.408	6.94897	0.975638	37.5	41410	42752.5	38053	42254	106
DATA	4549226	245	2014-03-18	18:15:11:100	0.0809182	0.0409043	14.7448	269.34	20.9113	94.7518	0.661176	0.685664	0.220139	341.989	2.02014	380.441	6.9494	0.974179	37.5	41411	42753.5	38053.5	42254	190
DATA	4549256	245	2014-03-18	18:15:11:200	0.0809121	0.0409041	14.7434	269.338	20.9113	94.7472	0.604037	0.671379	0.158153	341.996	2.02024	380.404	6.94936	0.971652	37.5	41411.5	42753	38053	42254.5	 19
DATA	4549286	245	2014-03-18	18:15:11:300	0.0809232	0.0408834	14.7461	269.172	20.9143	94.7472	0.55098	0.718315	0.168866	341.997	2.02024	380.477	6.94515	0.966516	37.5	41412	42754.5	38054	42255.5	  8
